1, none, minecraft:the_void, MONSTER, iter_rpg:air_elemental, 12, 1, 2
4320, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, alexsmobs:comb_jelly, 10, 2, 3
4321, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
4322, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, aquaculture:pacific_halibut, 10, 1, 1
4323, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, aquaculture:pink_salmon, 10, 1, 2
4324, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, aquaculture:atlantic_cod, 10, 1, 1
4325, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, aquamirae:spinefish, 80, 3, 9
4326, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, aquaculture:atlantic_herring, 20, 1, 6
4327, none, minecraft:mushroom_fields, MONSTER, iter_rpg:air_elemental, 12, 1, 2
4328, none, minecraft:mushroom_fields, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
4329, none, minecraft:mushroom_fields, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
4330, none, minecraft:mushroom_fields, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
4331, none, minecraft:mushroom_fields, MONSTER, iter_rpg:scallop, 32, 1, 6
4332, none, minecraft:mushroom_fields, MONSTER, quark:stoneling, 80, 1, 1
4333, none, minecraft:mushroom_fields, MONSTER, quark:toretoise, 80, 2, 4
4334, none, minecraft:mushroom_fields, MONSTER, iter_rpg:giant_spider, 10, 1, 1
4335, none, minecraft:mushroom_fields, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
4336, none, minecraft:mushroom_fields, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
4337, none, minecraft:mushroom_fields, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
4338, none, minecraft:mushroom_fields, MONSTER, minecraft:illusioner, 10, 1, 1
4339, none, minecraft:mushroom_fields, MONSTER, majruszsdifficulty:tank, 10, 1, 1
4340, none, minecraft:mushroom_fields, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
4341, none, minecraft:mushroom_fields, MONSTER, iter_rpg:spiderling, 10, 3, 5
4342, none, minecraft:mushroom_fields, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
4343, none, minecraft:mushroom_fields, MONSTER, born_in_chaos_v1:dark_vortex, 11, 1, 1
4344, none, minecraft:mushroom_fields, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
4345, none, minecraft:mushroom_fields, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
4346, none, minecraft:mushroom_fields, MONSTER, born_in_chaos_v1:spirit_guide, 12, 1, 1
4347, none, minecraft:mushroom_fields, MONSTER, born_in_chaos_v1:restless_spirit, 15, 1, 1
4348, none, minecraft:mushroom_fields, MONSTER, born_in_chaos_v1:wither_scuttler, 15, 1, 1
4349, none, minecraft:mushroom_fields, MONSTER, born_in_chaos_v1:baby_skeleton_2, 15, 1, 2
4350, none, minecraft:mushroom_fields, MONSTER, enlightened_end:void_leviathan, 10, 1, 1
4351, none, minecraft:mushroom_fields, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
4352, none, minecraft:mushroom_fields, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 1
4353, none, minecraft:mushroom_fields, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
4354, none, minecraft:mushroom_fields, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
4355, none, minecraft:mushroom_fields, MONSTER, dungeons_mobs:necromancer, 10, 1, 1
4356, none, minecraft:mushroom_fields, MONSTER, epicsamurai:enenra, 10, 1, 2
4357, none, minecraft:mushroom_fields, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
4358, none, minecraft:mushroom_fields, MONSTER, iter_rpg:bloated, 10, 1, 1
4359, none, minecraft:mushroom_fields, MONSTER, iter_rpg:void_elemental, 10, 1, 1
4360, none, minecraft:mushroom_fields, MONSTER, born_in_chaos_v1:decaying_zombie, 26, 1, 1
4361, none, minecraft:mushroom_fields, MONSTER, iter_rpg:water_elemental, 16, 1, 2
4362, none, minecraft:mushroom_fields, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
4363, none, minecraft:mushroom_fields, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
4364, none, minecraft:mushroom_fields, MONSTER, born_in_chaos_v1:skeleton_demoman, 10, 1, 1
4365, none, minecraft:mushroom_fields, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
4366, none, minecraft:mushroom_fields, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
4367, none, minecraft:mushroom_fields, MONSTER, alexsmobs:warped_mosco, 10, 1, 1
4368, none, minecraft:mushroom_fields, MONSTER, endermanoverhaul:mushroom_fields_enderman, 20, 1, 1
4369, none, minecraft:mushroom_fields, CREATURE, minecraft:mooshroom, 10, 4, 8
4370, none, minecraft:mushroom_fields, CREATURE, naturalist:snail, 10, 2, 3
4371, none, minecraft:mushroom_fields, CREATURE, cnb:lizard, 10, 1, 4
4372, none, minecraft:mushroom_fields, CREATURE, cnb:sporeling, 20, 3, 5
4373, none, minecraft:mushroom_fields, CREATURE, creeperoverhaul:mushroom_creeper, 10, 1, 2
4374, none, minecraft:mushroom_fields, CREATURE, alexsmobs:mungus, 10, 3, 5
4375, none, minecraft:mushroom_fields, CREATURE, alexsmobs:bunfungus, 10, 1, 1
4376, none, minecraft:mushroom_fields, AMBIENT, minecraft:bat, 10, 8, 8
4377, none, minecraft:mushroom_fields, AMBIENT, naturalist:firefly, 10, 2, 3
4378, none, minecraft:mushroom_fields, AMBIENT, alexsmobs:fly, 10, 2, 3
4379, none, minecraft:mushroom_fields, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
4380, none, minecraft:mushroom_fields, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
4381, none, minecraft:mushroom_fields, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
4382, none, minecraft:mushroom_fields, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
4383, none, minecraft:mushroom_fields, WATER_AMBIENT, aquaculture:tuna, 10, 1, 1
4384, none, minecraft:mushroom_fields, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
4385, none, minecraft:mushroom_fields, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
4386, none, minecraft:mushroom_fields, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
4387, none, minecraft:mushroom_fields, WATER_AMBIENT, aquaculture:jellyfish, 10, 1, 3
4388, none, minecraft:mushroom_fields, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
4389, none, minecraft:mushroom_fields, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
4390, none, minecraft:mushroom_fields, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
4391, none, minecraft:mushroom_fields, WATER_AMBIENT, aquaculture:brown_shrooma, 26, 1, 8
4392, none, minecraft:mushroom_fields, WATER_AMBIENT, aquaculture:red_grouper, 10, 1, 2
4393, none, minecraft:mushroom_fields, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
4394, none, minecraft:mushroom_fields, WATER_AMBIENT, aquaculture:red_shrooma, 26, 1, 8
4395, none, minecraft:dripstone_caves, MONSTER, minecraft:spider, 80, 4, 4
4396, none, minecraft:dripstone_caves, MONSTER, minecraft:zombie, 80, 4, 4
4397, none, minecraft:dripstone_caves, MONSTER, minecraft:zombie_villager, 10, 1, 1
4398, none, minecraft:dripstone_caves, MONSTER, minecraft:skeleton, 80, 4, 4
4399, none, minecraft:dripstone_caves, MONSTER, minecraft:slime, 80, 4, 4
4400, none, minecraft:dripstone_caves, MONSTER, minecraft:enderman, 5, 1, 4
4401, none, minecraft:dripstone_caves, MONSTER, minecraft:witch, 5, 1, 1
4402, none, minecraft:dripstone_caves, MONSTER, minecraft:drowned, 80, 4, 4
4403, none, minecraft:dripstone_caves, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
4404, none, minecraft:dripstone_caves, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
4405, none, minecraft:dripstone_caves, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
4406, none, minecraft:dripstone_caves, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
4407, none, minecraft:dripstone_caves, MONSTER, rottencreatures:undead_miner, 20, 1, 4
4408, none, minecraft:dripstone_caves, MONSTER, iter_rpg:air_elemental, 12, 1, 2
4409, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
4410, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
4411, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
4412, none, minecraft:dripstone_caves, MONSTER, iter_rpg:scallop, 32, 1, 6
4413, none, minecraft:dripstone_caves, MONSTER, quark:stoneling, 80, 1, 1
4414, none, minecraft:dripstone_caves, MONSTER, quark:toretoise, 80, 2, 4
4415, none, minecraft:dripstone_caves, MONSTER, iter_rpg:giant_spider, 10, 1, 1
4416, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
4417, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
4418, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
4419, none, minecraft:dripstone_caves, MONSTER, minecraft:illusioner, 10, 1, 1
4420, none, minecraft:dripstone_caves, MONSTER, majruszsdifficulty:tank, 10, 1, 1
4421, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
4422, none, minecraft:dripstone_caves, MONSTER, iter_rpg:spiderling, 10, 3, 5
4423, none, minecraft:dripstone_caves, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
4424, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:dark_vortex, 11, 1, 1
4425, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
4426, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
4427, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:spirit_guide, 12, 1, 1
4428, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:restless_spirit, 15, 1, 1
4429, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:wither_scuttler, 15, 1, 1
4430, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:baby_skeleton_2, 15, 1, 2
4431, none, minecraft:dripstone_caves, MONSTER, enlightened_end:void_leviathan, 10, 1, 1
4432, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
4433, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 1
4434, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
4435, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
4436, none, minecraft:dripstone_caves, MONSTER, alexsmobs:centipede_head, 10, 1, 1
4437, none, minecraft:dripstone_caves, MONSTER, alexsmobs:rocky_roller, 60, 1, 1
4438, none, minecraft:dripstone_caves, MONSTER, alexsmobs:farseer, 30, 1, 1
4439, none, minecraft:dripstone_caves, MONSTER, alexsmobs:murmur, 10, 1, 1
4440, none, minecraft:dripstone_caves, MONSTER, dungeons_mobs:necromancer, 10, 1, 1
4441, none, minecraft:dripstone_caves, MONSTER, epicsamurai:enenra, 10, 1, 2
4442, none, minecraft:dripstone_caves, MONSTER, creeperoverhaul:dripstone_creeper, 75, 2, 2
4443, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
4444, none, minecraft:dripstone_caves, MONSTER, iter_rpg:bloated, 10, 1, 1
4445, none, minecraft:dripstone_caves, MONSTER, iter_rpg:void_elemental, 10, 1, 1
4446, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:decaying_zombie, 26, 1, 1
4447, none, minecraft:dripstone_caves, MONSTER, iter_rpg:water_elemental, 16, 1, 2
4448, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
4449, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
4450, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:skeleton_demoman, 10, 1, 1
4451, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
4452, none, minecraft:dripstone_caves, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
4453, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
4454, none, minecraft:dripstone_caves, MONSTER, predators:rock_boss, 10, 1, 1
4455, none, minecraft:dripstone_caves, MONSTER, endermanoverhaul:cave_enderman, 20, 1, 1
4456, none, minecraft:dripstone_caves, CREATURE, naturalist:snail, 10, 2, 3
4457, none, minecraft:dripstone_caves, AMBIENT, minecraft:bat, 10, 8, 8
4458, none, minecraft:dripstone_caves, AMBIENT, alexsmobs:fly, 10, 2, 3
4459, none, minecraft:dripstone_caves, AMBIENT, alexsmobs:cockroach, 10, 5, 5
4460, none, minecraft:dripstone_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
4461, none, minecraft:dripstone_caves, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
4462, none, minecraft:dripstone_caves, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
4463, none, minecraft:dripstone_caves, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
4464, none, minecraft:dripstone_caves, WATER_AMBIENT, aquaculture:tuna, 10, 1, 1
4465, none, minecraft:dripstone_caves, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
4466, none, minecraft:dripstone_caves, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
4467, none, minecraft:dripstone_caves, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
4468, none, minecraft:dripstone_caves, WATER_AMBIENT, aquaculture:jellyfish, 10, 1, 3
4469, none, minecraft:dripstone_caves, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
4470, none, minecraft:dripstone_caves, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
4471, none, minecraft:dripstone_caves, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
4472, none, minecraft:dripstone_caves, WATER_AMBIENT, aquaculture:red_grouper, 10, 1, 2
4473, none, minecraft:dripstone_caves, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
4474, none, minecraft:lush_caves, MONSTER, minecraft:spider, 80, 4, 4
4475, none, minecraft:lush_caves, MONSTER, minecraft:zombie, 80, 4, 4
4476, none, minecraft:lush_caves, MONSTER, minecraft:zombie_villager, 10, 1, 1
4477, none, minecraft:lush_caves, MONSTER, minecraft:skeleton, 80, 4, 4
4478, none, minecraft:lush_caves, MONSTER, minecraft:slime, 80, 4, 4
4479, none, minecraft:lush_caves, MONSTER, minecraft:enderman, 5, 1, 4
4480, none, minecraft:lush_caves, MONSTER, minecraft:witch, 5, 1, 1
4481, none, minecraft:lush_caves, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
4482, none, minecraft:lush_caves, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
4483, none, minecraft:lush_caves, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
4484, none, minecraft:lush_caves, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
4485, none, minecraft:lush_caves, MONSTER, rottencreatures:undead_miner, 20, 1, 4
4486, none, minecraft:lush_caves, MONSTER, iter_rpg:air_elemental, 12, 1, 2
4487, none, minecraft:lush_caves, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
4488, none, minecraft:lush_caves, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
4489, none, minecraft:lush_caves, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
4490, none, minecraft:lush_caves, MONSTER, iter_rpg:earth_elemental, 20, 1, 1
4491, none, minecraft:lush_caves, MONSTER, iter_rpg:scallop, 32, 1, 6
4492, none, minecraft:lush_caves, MONSTER, quark:stoneling, 80, 1, 1
4493, none, minecraft:lush_caves, MONSTER, quark:toretoise, 80, 2, 4
4494, none, minecraft:lush_caves, MONSTER, iter_rpg:giant_spider, 10, 1, 1
4495, none, minecraft:lush_caves, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
4496, none, minecraft:lush_caves, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
4497, none, minecraft:lush_caves, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
4498, none, minecraft:lush_caves, MONSTER, minecraft:illusioner, 10, 1, 1
4499, none, minecraft:lush_caves, MONSTER, majruszsdifficulty:tank, 10, 1, 1
4500, none, minecraft:lush_caves, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
4501, none, minecraft:lush_caves, MONSTER, iter_rpg:spiderling, 10, 3, 5
4502, none, minecraft:lush_caves, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
4503, none, minecraft:lush_caves, MONSTER, born_in_chaos_v1:dark_vortex, 11, 1, 1
4504, none, minecraft:lush_caves, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
4505, none, minecraft:lush_caves, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
4506, none, minecraft:lush_caves, MONSTER, born_in_chaos_v1:spirit_guide, 12, 1, 1
4507, none, minecraft:lush_caves, MONSTER, born_in_chaos_v1:restless_spirit, 15, 1, 1
4508, none, minecraft:lush_caves, MONSTER, born_in_chaos_v1:wither_scuttler, 15, 1, 1
4509, none, minecraft:lush_caves, MONSTER, born_in_chaos_v1:baby_skeleton_2, 15, 1, 2
4510, none, minecraft:lush_caves, MONSTER, enlightened_end:void_leviathan, 10, 1, 1
4511, none, minecraft:lush_caves, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
4512, none, minecraft:lush_caves, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 1
4513, none, minecraft:lush_caves, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
4514, none, minecraft:lush_caves, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
4515, none, minecraft:lush_caves, MONSTER, alexsmobs:centipede_head, 10, 1, 1
4516, none, minecraft:lush_caves, MONSTER, alexsmobs:farseer, 30, 1, 1
4517, none, minecraft:lush_caves, MONSTER, alexsmobs:murmur, 10, 1, 1
4518, none, minecraft:lush_caves, MONSTER, dungeons_mobs:necromancer, 10, 1, 1
4519, none, minecraft:lush_caves, MONSTER, epicsamurai:enenra, 10, 1, 2
4520, none, minecraft:lush_caves, MONSTER, creeperoverhaul:dripstone_creeper, 75, 2, 2
4521, none, minecraft:lush_caves, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
4522, none, minecraft:lush_caves, MONSTER, iter_rpg:bloated, 10, 1, 1
4523, none, minecraft:lush_caves, MONSTER, iter_rpg:void_elemental, 10, 1, 1
4524, none, minecraft:lush_caves, MONSTER, born_in_chaos_v1:decaying_zombie, 26, 1, 1
4525, none, minecraft:lush_caves, MONSTER, iter_rpg:water_elemental, 16, 1, 2
4526, none, minecraft:lush_caves, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
4527, none, minecraft:lush_caves, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
4528, none, minecraft:lush_caves, MONSTER, born_in_chaos_v1:skeleton_demoman, 10, 1, 1
4529, none, minecraft:lush_caves, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
4530, none, minecraft:lush_caves, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
4531, none, minecraft:lush_caves, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
4532, none, minecraft:lush_caves, MONSTER, predators:rock_boss, 10, 1, 1
4533, none, minecraft:lush_caves, MONSTER, endermanoverhaul:cave_enderman, 20, 1, 1
4534, none, minecraft:lush_caves, CREATURE, naturalist:snail, 10, 2, 3
4535, none, minecraft:lush_caves, CREATURE, cnb:sporeling, 60, 3, 5
4536, none, minecraft:lush_caves, CREATURE, alexsmobs:flutter, 40, 2, 4
4537, none, minecraft:lush_caves, AMBIENT, minecraft:bat, 10, 8, 8
4538, none, minecraft:lush_caves, AMBIENT, alexsmobs:fly, 10, 2, 3
4539, none, minecraft:lush_caves, AMBIENT, alexsmobs:cockroach, 10, 5, 5
4540, none, minecraft:lush_caves, AXOLOTLS, minecraft:axolotl, 10, 4, 6
4541, none, minecraft:lush_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
4542, none, minecraft:lush_caves, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
4543, none, minecraft:lush_caves, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
4544, none, minecraft:lush_caves, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
4545, none, minecraft:lush_caves, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
4546, none, minecraft:lush_caves, WATER_AMBIENT, aquaculture:tuna, 10, 1, 1
4547, none, minecraft:lush_caves, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
4548, none, minecraft:lush_caves, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
4549, none, minecraft:lush_caves, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
4550, none, minecraft:lush_caves, WATER_AMBIENT, aquaculture:jellyfish, 10, 1, 3
4551, none, minecraft:lush_caves, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
4552, none, minecraft:lush_caves, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
4553, none, minecraft:lush_caves, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
4554, none, minecraft:lush_caves, WATER_AMBIENT, aquaculture:red_grouper, 10, 1, 2
4555, none, minecraft:lush_caves, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
4556, none, minecraft:lush_caves, glares, friendsandfoes:glare, 10, 1, 1
4557, none, minecraft:deep_dark, MONSTER, iter_rpg:air_elemental, 12, 1, 2
4558, none, minecraft:deep_dark, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
4559, none, minecraft:deep_dark, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
4560, none, minecraft:deep_dark, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
4561, none, minecraft:deep_dark, MONSTER, iter_rpg:scallop, 32, 1, 6
4562, none, minecraft:deep_dark, MONSTER, quark:stoneling, 80, 1, 1
4563, none, minecraft:deep_dark, MONSTER, quark:toretoise, 80, 2, 4
4564, none, minecraft:deep_dark, MONSTER, iter_rpg:giant_spider, 10, 1, 1
4565, none, minecraft:deep_dark, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
4566, none, minecraft:deep_dark, MONSTER, graveyard:reaper, 10, 2, 3
4567, none, minecraft:deep_dark, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
4568, none, minecraft:deep_dark, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
4569, none, minecraft:deep_dark, MONSTER, minecraft:illusioner, 10, 1, 1
4570, none, minecraft:deep_dark, MONSTER, majruszsdifficulty:tank, 10, 1, 1
4571, none, minecraft:deep_dark, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
4572, none, minecraft:deep_dark, MONSTER, iter_rpg:spiderling, 10, 3, 5
4573, none, minecraft:deep_dark, MONSTER, born_in_chaos_v1:dark_vortex, 11, 1, 1
4574, none, minecraft:deep_dark, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
4575, none, minecraft:deep_dark, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
4576, none, minecraft:deep_dark, MONSTER, born_in_chaos_v1:spirit_guide, 12, 1, 1
4577, none, minecraft:deep_dark, MONSTER, born_in_chaos_v1:restless_spirit, 15, 1, 1
4578, none, minecraft:deep_dark, MONSTER, born_in_chaos_v1:wither_scuttler, 15, 1, 1
4579, none, minecraft:deep_dark, MONSTER, born_in_chaos_v1:baby_skeleton_2, 15, 1, 2
4580, none, minecraft:deep_dark, MONSTER, enlightened_end:void_leviathan, 10, 1, 1
4581, none, minecraft:deep_dark, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
4582, none, minecraft:deep_dark, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 1
4583, none, minecraft:deep_dark, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
4584, none, minecraft:deep_dark, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
4585, none, minecraft:deep_dark, MONSTER, alexsmobs:farseer, 30, 1, 1
4586, none, minecraft:deep_dark, MONSTER, alexsmobs:skreecher, 10, 1, 1
4587, none, minecraft:deep_dark, MONSTER, dungeons_mobs:necromancer, 10, 1, 1
4588, none, minecraft:deep_dark, MONSTER, epicsamurai:enenra, 10, 1, 2
4589, none, minecraft:deep_dark, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
4590, none, minecraft:deep_dark, MONSTER, iter_rpg:bloated, 10, 1, 1
4591, none, minecraft:deep_dark, MONSTER, iter_rpg:void_elemental, 10, 1, 1
4592, none, minecraft:deep_dark, MONSTER, born_in_chaos_v1:decaying_zombie, 26, 1, 1
4593, none, minecraft:deep_dark, MONSTER, iter_rpg:water_elemental, 16, 1, 2
4594, none, minecraft:deep_dark, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
4595, none, minecraft:deep_dark, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
4596, none, minecraft:deep_dark, MONSTER, born_in_chaos_v1:skeleton_demoman, 10, 1, 1
4597, none, minecraft:deep_dark, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
4598, none, minecraft:deep_dark, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
4599, none, minecraft:deep_dark, CREATURE, naturalist:snail, 10, 2, 3
4600, none, minecraft:deep_dark, AMBIENT, alexsmobs:fly, 10, 2, 3
4601, none, minecraft:deep_dark, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
4602, none, minecraft:deep_dark, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
4603, none, minecraft:deep_dark, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
4604, none, minecraft:deep_dark, WATER_AMBIENT, aquaculture:tuna, 10, 1, 1
4605, none, minecraft:deep_dark, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
4606, none, minecraft:deep_dark, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
4607, none, minecraft:deep_dark, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
4608, none, minecraft:deep_dark, WATER_AMBIENT, aquaculture:jellyfish, 10, 1, 3
4609, none, minecraft:deep_dark, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
4610, none, minecraft:deep_dark, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
4611, none, minecraft:deep_dark, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
